id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
7040,Departamento,97.3,2,2,47.0,Average,E,0,1,0,12.8,1181.43,1,1,0,0,1,0,3,1,55.0,Verano,34.3,335.42,1,16,0.75,251.565,7.3,Inefficient,1,0,True,False,False,False,True
7041,Casa,158.4,5,3,35.0,Excellent,E,0,4,0,13.2,2569.0,1,2,4,2,1,0,10,1,55.2,Primavera,18.0,430.57,1,21,0.75,322.9275,51.9,Moderate,3,0,True,False,False,True,False
7042,Casa,53.5,1,1,10.0,Good,B,0,1,0,10.2,536.37,0,1,1,3,1,1,7,1,61.6,Invierno,9.7,314.47,1,20,0.75,235.8525,31.0,Moderate,2,3,False,False,False,False,False
7043,Casa,167.0,7,2,2.0,Poor,A,0,8,0,8.7,3239.48,1,1,4,3,1,1,11,1,96.3,Otoño,16.7,397.84,1,20,0.75,298.38,57.5,Efficient,0,4,False,False,False,True,False
7044,Departamento,53.4,2,1,11.0,Good,E,0,2,0,15.8,809.79,1,1,1,2,1,0,6,1,60.3,Primavera,23.4,262.65,1,18,0.75,196.9875,45.0,Moderate,2,0,False,False,False,True,False
7045,Departamento,60.1,1,1,9.0,Excellent,A,0,2,0,16.6,768.73,0,1,0,1,1,0,3,1,66.8,Otoño,18.8,255.23,1,18,0.75,191.4225,72.4,Efficient,3,4,False,False,False,True,False
7046,Pequeño Comercio,104.5,6,1,20.0,Good,A,0,8,0,14.2,1095.82,1,3,0,3,0,0,7,0,63.8,Primavera,24.0,516.64,1,22,0.75,387.48,61.0,Efficient,2,4,False,False,True,True,False
7047,Casa,120.5,4,5,16.0,Excellent,E,0,3,0,9.3,2831.24,1,1,1,2,1,0,6,1,73.2,Verano,24.9,303.08,1,15,0.75,227.31,55.6,Efficient,3,0,False,False,False,True,False
7048,Departamento,93.7,3,2,46.0,Average,B,0,3,1,20.1,2463.89,0,2,0,2,1,0,5,1,65.2,Invierno,6.7,283.54,1,21,0.75,212.65500000000003,46.0,Moderate,1,3,True,False,False,True,False
7049,Casa,62.7,2,1,13.0,Excellent,B,0,1,1,24.0,794.62,1,1,1,4,1,0,8,1,84.7,Invierno,1.1,1074.77,1,17,0.75,806.0775,32.7,Moderate,3,3,False,False,False,False,False
7050,Casa,131.3,4,1,29.0,Good,D,0,2,1,23.7,1703.34,1,1,1,3,1,0,7,1,64.4,Invierno,3.9,756.01,1,18,0.75,567.0074999999999,19.1,Inefficient,2,1,False,False,False,False,True
7051,Casa,66.6,1,1,51.0,Good,E,0,3,0,14.3,1248.97,0,1,2,0,1,0,4,0,57.1,Invierno,4.2,431.69,1,20,0.75,323.7675,30.8,Moderate,2,0,False,False,True,False,False
7052,Casa,119.9,3,4,60.0,Poor,E,0,2,0,8.0,2585.8,1,1,1,4,1,1,9,1,42.6,Verano,26.5,377.25,1,17,0.75,282.9375,10.7,Inefficient,0,0,True,False,False,False,True
7053,Departamento,76.0,3,1,55.0,Poor,A,0,4,0,19.0,2310.49,1,1,1,6,1,0,10,1,58.8,Primavera,22.6,857.75,1,17,0.75,643.3125,22.4,Inefficient,0,4,True,False,False,False,False
7054,Casa,85.2,2,2,37.0,Poor,D,0,3,0,8.0,1750.3,2,1,3,0,1,0,7,0,71.2,Otoño,12.3,233.74,1,20,0.75,175.305,27.5,Moderate,0,1,False,False,True,False,True
7055,Casa,168.2,4,1,22.0,Excellent,B,0,8,1,21.2,2735.03,0,1,12,6,1,0,20,1,80.2,Invierno,10.1,1659.82,1,16,0.75,1244.865,54.1,Efficient,3,3,False,False,False,False,False
7056,Casa,123.4,4,4,34.0,Poor,C,0,7,0,12.7,3012.82,1,1,5,6,1,0,14,1,81.3,Primavera,21.8,575.83,1,19,0.75,431.87250000000006,32.5,Moderate,0,2,True,False,False,False,True
7057,Casa,86.2,2,1,17.0,Poor,B,0,1,0,13.4,831.61,0,1,0,1,1,0,3,0,62.3,Otoño,18.4,419.12,1,16,0.75,314.34000000000003,0.4,Inefficient,0,3,False,False,True,False,False
7058,Casa,87.3,2,1,55.0,Poor,E,0,1,0,11.9,1089.59,0,1,0,1,1,0,3,1,60.8,Otoño,16.4,122.51,1,19,0.75,91.8825,23.1,Inefficient,0,0,True,False,False,True,False
7059,Casa,75.2,1,1,26.0,Poor,A,1,1,0,11.8,496.38,1,1,0,3,1,0,6,1,45.0,Primavera,26.9,123.75,1,18,0.75,92.8125,47.2,Moderate,0,4,False,False,False,False,True
7060,Casa,117.2,6,4,18.0,Average,E,0,4,1,17.5,1682.37,1,2,3,3,1,0,10,1,67.5,Verano,24.9,653.49,1,23,0.75,490.1175,38.5,Moderate,1,0,False,False,False,True,False
7061,Casa,107.7,5,1,13.0,Good,A,0,5,1,17.1,3123.62,1,1,3,4,1,0,10,1,74.6,Primavera,19.2,784.84,1,19,0.75,588.63,48.4,Moderate,2,4,False,False,False,False,True
7062,Departamento,60.1,2,5,60.0,Poor,E,0,3,0,9.0,671.31,0,1,2,4,1,0,8,1,28.4,Verano,26.8,266.09,1,14,0.75,199.5675,20.8,Inefficient,0,0,True,False,False,False,True
7063,Casa,76.4,1,2,71.0,Average,E,0,3,0,13.3,1565.28,1,2,2,5,1,0,11,1,45.7,Verano,29.1,976.11,1,18,0.75,732.0825,0.0,Inefficient,1,0,True,False,False,False,False
7064,Pequeño Comercio,226.4,8,2,49.0,Average,B,0,8,0,8.0,2145.42,2,3,3,9,0,0,17,1,41.4,Invierno,9.3,409.13,1,17,0.75,306.8475,28.7,Moderate,1,3,True,False,False,False,False
7065,Casa,90.0,2,1,32.0,Good,E,0,1,0,9.4,1051.49,0,1,0,3,1,0,5,1,63.2,Primavera,19.1,157.85,1,20,0.75,118.3875,39.9,Moderate,2,0,True,False,False,True,False
7066,Departamento,147.7,1,1,45.0,Good,E,0,1,0,12.2,2593.24,2,1,1,1,1,0,6,1,59.4,Invierno,14.5,312.59,1,18,0.75,234.4425,26.9,Moderate,2,0,True,False,False,True,False
7067,Departamento,63.4,3,3,18.0,Poor,B,0,2,0,16.7,555.26,1,2,2,1,1,0,7,1,71.4,Invierno,7.5,594.98,1,19,0.75,446.235,17.9,Inefficient,0,3,False,False,False,False,False
7068,Departamento,59.8,2,2,28.0,Poor,C,0,1,0,10.6,684.34,0,1,0,1,1,0,3,0,51.5,Invierno,8.6,157.03,1,16,0.75,117.7725,27.8,Moderate,0,2,False,False,True,False,True
7069,Casa,123.4,3,1,42.0,Excellent,D,0,7,0,9.1,2132.5,1,1,4,5,1,0,12,1,61.5,Otoño,15.5,382.24,1,20,0.75,286.68,62.5,Efficient,3,1,True,False,False,True,False
7070,Casa,114.8,3,1,28.0,Excellent,C,0,2,0,10.9,3468.84,1,1,3,3,1,0,9,0,71.3,Primavera,21.7,352.43,1,23,0.75,264.3225,60.5,Efficient,3,2,False,False,True,False,True
7071,Departamento,70.2,2,1,52.0,Average,E,0,3,0,12.1,650.07,3,1,0,2,1,0,7,1,64.4,Primavera,20.1,192.25,1,21,0.75,144.1875,34.5,Moderate,1,0,True,False,False,True,False
7072,Departamento,75.4,2,1,32.0,Poor,E,0,2,1,17.1,769.04,4,2,2,2,1,0,11,1,79.9,Primavera,17.3,362.79,1,15,0.75,272.09250000000003,13.5,Inefficient,0,0,True,False,False,False,True
7073,Casa,210.8,8,3,34.0,Good,C,0,2,1,20.6,1359.14,2,2,1,2,1,0,8,1,66.7,Otoño,14.3,706.27,1,17,0.75,529.7025,25.9,Moderate,2,2,True,False,False,False,True
7074,Departamento,46.1,1,1,44.0,Average,E,0,1,1,23.3,3405.73,0,1,1,3,1,0,6,0,52.6,Primavera,26.8,348.63,1,17,0.75,261.4725,3.3,Inefficient,1,0,False,False,True,False,True
7075,Casa,50.3,3,2,26.0,Good,B,0,2,0,13.9,761.94,0,1,2,2,1,0,6,1,58.9,Invierno,8.8,365.64,1,15,0.75,274.23,55.7,Efficient,2,3,False,False,False,True,False
7076,Casa,91.1,2,1,14.0,Excellent,A,0,2,0,13.9,2301.16,0,2,1,4,1,1,9,1,85.9,Invierno,12.2,413.8,1,16,0.75,310.35,71.9,Efficient,3,4,False,False,False,False,True
7077,Casa,75.4,2,2,17.0,Excellent,A,0,2,0,11.0,2566.78,0,1,2,1,1,0,5,0,68.9,Primavera,22.7,284.91,1,18,0.75,213.6825,77.0,Efficient,3,4,False,False,True,False,True
7078,Casa,206.7,7,4,37.0,Good,E,0,4,0,10.6,832.59,1,2,3,5,1,0,12,1,64.4,Primavera,20.3,457.17,1,23,0.75,342.8775,32.8,Moderate,2,0,True,False,False,False,True
7079,Casa,116.6,1,1,39.0,Poor,A,0,1,0,8.0,2929.91,2,1,0,0,1,0,4,1,61.0,Invierno,11.0,186.88,1,16,0.75,140.16,33.2,Moderate,0,4,True,False,False,True,False
7080,Departamento,77.7,5,2,24.0,Excellent,B,0,5,0,8.1,1288.66,0,2,4,3,1,0,10,1,84.3,Verano,24.6,283.26,1,20,0.75,212.445,69.6,Efficient,3,3,False,False,False,False,True
7081,Casa,156.7,8,2,40.0,Good,E,0,5,1,13.9,1678.61,0,1,8,4,1,1,15,1,69.5,Verano,31.3,1220.35,1,17,0.75,915.2625,22.3,Inefficient,2,0,True,False,False,False,False
7082,Casa,173.2,4,1,21.0,Good,C,0,3,0,11.9,2049.72,4,2,1,1,1,0,9,1,74.3,Verano,19.4,642.47,1,18,0.75,481.8525,53.6,Efficient,2,2,False,False,False,True,False
7083,Departamento,50.6,2,1,28.0,Average,E,0,1,0,11.1,490.33,2,1,0,0,1,0,4,1,48.0,Primavera,23.6,190.57,1,16,0.75,142.9275,29.5,Moderate,1,0,True,False,False,True,False
7084,Departamento,101.3,5,5,6.0,Excellent,C,0,5,1,15.9,1394.68,1,1,0,5,1,0,8,0,88.7,Primavera,25.2,492.75,1,21,0.75,369.5625,71.6,Efficient,3,2,False,False,True,True,False
7085,Departamento,76.4,3,2,31.0,Good,E,0,6,0,9.6,1986.96,1,2,3,5,1,0,12,1,63.2,Invierno,1.8,350.48,1,18,0.75,262.86,40.4,Moderate,2,0,True,False,False,False,True
7086,Casa,166.9,4,3,25.0,Excellent,E,0,5,0,17.1,1579.66,2,1,5,5,1,0,14,1,82.9,Primavera,16.6,708.33,1,15,0.75,531.2475000000001,63.8,Efficient,3,0,False,False,False,True,False
7087,Departamento,130.1,4,2,17.0,Good,B,0,2,0,12.1,1525.09,0,1,1,3,1,0,6,1,67.9,Verano,27.5,325.79,1,22,0.75,244.34250000000003,53.0,Efficient,2,3,False,False,False,False,True
7088,Casa,142.8,1,1,26.0,Poor,E,0,2,0,14.6,2082.89,0,1,5,2,1,0,9,1,76.6,Primavera,17.6,387.78,1,16,0.75,290.835,15.9,Inefficient,0,0,False,False,False,False,True
7089,Departamento,59.5,2,2,34.0,Poor,C,0,3,0,12.6,926.49,0,1,1,1,1,0,4,1,52.8,Verano,28.7,251.61,1,19,0.75,188.7075,31.2,Moderate,0,2,True,False,False,True,False
7090,Departamento,62.4,1,3,24.0,Excellent,C,0,2,0,8.6,655.3,1,1,2,3,1,0,8,1,75.3,Otoño,15.6,141.71,1,17,0.75,106.2825,68.8,Efficient,3,2,False,False,False,True,False
7091,Departamento,55.5,1,1,61.0,Poor,B,0,1,0,13.0,766.63,1,1,2,0,1,0,5,1,62.4,Verano,25.7,276.55,1,18,0.75,207.4125,33.6,Moderate,0,3,True,False,False,True,False
7092,Casa,134.0,1,2,31.0,Average,C,0,1,1,18.1,2884.6,3,1,0,1,1,0,6,1,70.6,Verano,27.4,783.67,1,20,0.75,587.7524999999999,21.3,Inefficient,1,2,True,False,False,True,False
7093,Casa,240.1,8,5,61.0,Poor,C,0,7,0,15.3,5413.93,5,1,3,9,1,1,20,1,40.7,Primavera,17.0,948.41,1,18,0.75,711.3075,30.6,Moderate,0,2,True,False,False,False,True
7094,Casa,71.8,1,1,19.0,Good,D,0,1,0,8.4,1628.14,0,1,0,0,1,0,2,1,74.8,Verano,22.5,145.56,1,17,0.75,109.17,48.0,Moderate,2,1,False,False,False,False,True
7095,Casa,55.7,1,1,35.0,Good,D,0,3,0,12.1,698.65,0,2,1,4,1,0,8,1,56.1,Invierno,8.4,294.23,1,19,0.75,220.6725,47.9,Moderate,2,1,True,False,False,True,False
7096,Casa,216.6,7,1,10.0,Average,B,0,5,1,23.2,7879.96,2,1,6,5,1,0,15,1,83.3,Primavera,22.4,1174.0,1,16,0.75,880.5,43.1,Moderate,1,3,False,True,False,False,True
7097,Casa,128.5,7,2,28.0,Good,B,0,7,1,24.0,1116.02,0,1,2,8,1,0,12,1,73.3,Verano,23.3,1352.37,1,20,0.75,1014.2775,48.9,Moderate,2,3,True,False,False,False,False
7098,Casa,94.2,2,2,17.0,Excellent,E,0,1,0,14.2,1028.65,1,1,0,1,1,1,5,1,81.7,Invierno,6.6,617.23,1,17,0.75,462.9225,28.0,Moderate,3,0,False,False,False,False,True
7099,Casa,75.0,1,1,17.0,Good,C,0,2,1,24.0,513.22,2,1,0,2,1,0,6,1,69.8,Verano,34.2,823.56,1,19,0.75,617.67,18.2,Inefficient,2,2,False,False,False,False,True
7100,Pequeño Comercio,79.6,4,3,48.0,Poor,E,0,3,0,16.1,1369.69,2,3,3,0,0,0,8,1,49.6,Verano,30.6,679.25,1,15,0.75,509.4375,8.6,Inefficient,0,0,True,False,False,False,True
7101,Departamento,51.2,3,1,28.0,Good,D,0,1,0,11.8,578.37,1,1,2,0,1,0,5,1,69.3,Otoño,10.2,93.43,1,21,0.75,70.0725,50.1,Moderate,2,1,False,False,False,True,False
7102,Departamento,89.5,7,4,31.0,Excellent,A,0,6,1,24.0,1262.31,1,2,2,6,1,0,12,1,71.7,Primavera,18.3,714.45,1,19,0.75,535.8375000000001,72.3,Efficient,3,4,True,False,False,True,False
7103,Casa,148.1,5,3,12.0,Excellent,A,0,5,1,17.4,1043.59,2,1,2,4,1,0,10,1,89.2,Invierno,14.9,635.64,1,14,0.75,476.73,79.8,Efficient,3,4,False,False,False,False,True
7104,Casa,194.7,5,3,31.0,Poor,D,0,5,1,24.0,3670.98,5,1,2,3,1,1,13,1,88.2,Invierno,8.0,989.4,1,17,0.75,742.05,28.1,Moderate,0,1,True,False,False,False,True
7105,Departamento,70.7,3,4,8.0,Good,B,0,5,0,14.3,1621.41,0,1,3,5,1,0,10,1,65.9,Primavera,22.1,513.69,1,16,0.75,385.2675,60.1,Efficient,2,3,False,False,False,True,False
7106,Departamento,67.1,3,4,33.0,Poor,B,0,2,1,17.0,1447.22,2,1,1,4,1,0,9,1,61.7,Otoño,13.1,513.53,1,20,0.75,385.1475,27.3,Moderate,0,3,True,False,False,False,True
7107,Casa,139.7,3,1,60.0,Good,E,0,1,1,20.4,2106.32,1,1,2,3,1,0,8,1,55.6,Primavera,15.6,971.58,1,19,0.75,728.6850000000001,0.0,Inefficient,2,0,True,False,False,False,False
7108,Casa,133.0,1,5,30.0,Poor,B,0,2,0,13.1,1457.97,1,1,0,2,1,0,5,1,55.0,Invierno,14.7,415.31,1,21,0.75,311.4825,38.5,Moderate,0,3,False,False,False,True,False
7109,Departamento,85.4,5,4,38.0,Poor,C,0,8,0,13.9,1983.57,1,2,8,8,1,0,20,0,40.2,Invierno,4.3,1043.6,1,20,0.75,782.6999999999999,27.0,Moderate,0,2,False,False,True,False,True
7110,Casa,115.8,3,3,11.0,Excellent,A,0,4,1,22.7,3049.8,1,1,1,3,1,1,8,0,65.4,Primavera,20.0,1168.86,1,20,0.75,876.645,46.0,Moderate,3,4,False,False,True,False,False
7111,Casa,119.8,5,1,48.0,Poor,A,0,5,0,8.0,1398.68,1,1,3,6,1,0,12,1,82.9,Verano,30.4,306.2,1,17,0.75,229.65,52.5,Moderate,0,4,True,False,False,True,False
7112,Casa,201.1,8,4,28.0,Poor,B,0,7,1,23.5,4214.7,2,1,4,3,1,0,11,1,52.6,Otoño,14.5,1314.36,1,20,0.75,985.77,24.9,Inefficient,0,3,True,False,False,False,True
7113,Departamento,65.2,4,3,36.0,Excellent,E,0,4,1,19.1,1857.41,0,1,3,4,1,0,9,1,78.9,Verano,25.8,486.67,1,18,0.75,365.0025,47.4,Moderate,3,0,True,False,False,False,True
7114,Departamento,49.6,1,1,13.0,Good,C,0,3,0,9.1,387.75,1,1,2,3,1,0,8,1,81.3,Primavera,24.7,205.68,1,21,0.75,154.26,63.8,Efficient,2,2,False,False,False,True,False
7115,Casa,147.0,6,3,4.0,Excellent,C,0,8,0,12.1,1423.36,3,2,6,8,1,0,20,0,83.9,Primavera,21.4,536.5,1,21,0.75,402.375,71.3,Efficient,3,2,False,False,True,True,False
7116,Casa,190.2,5,1,20.0,Good,E,0,7,1,19.1,2364.55,0,1,5,5,1,0,12,1,78.9,Primavera,17.4,972.6,1,16,0.75,729.45,39.8,Moderate,2,0,False,False,False,False,True
7117,Departamento,59.0,3,2,37.0,Poor,E,0,2,1,22.9,746.53,1,1,3,2,1,0,8,1,61.2,Otoño,18.3,377.21,1,18,0.75,282.9075,19.3,Inefficient,0,0,True,False,False,True,False
7118,Casa,86.7,3,2,39.0,Good,A,1,4,1,24.0,946.13,1,1,2,3,1,0,8,1,53.0,Verano,25.9,659.63,1,14,0.75,494.7225,75.4,Efficient,2,4,True,False,False,False,True
7119,Casa,129.0,5,2,46.0,Poor,E,0,7,1,21.9,756.05,1,1,5,6,1,0,14,1,61.7,Invierno,6.2,1132.64,1,20,0.75,849.48,2.2,Inefficient,0,0,True,False,False,False,False
7120,Departamento,67.2,3,5,60.0,Poor,A,0,4,0,11.0,503.43,0,1,5,2,1,0,9,1,44.1,Verano,26.9,219.7,1,19,0.75,164.77499999999998,41.4,Moderate,0,4,True,False,False,True,False
7121,Casa,121.3,6,5,18.0,Good,E,0,1,0,12.2,1862.07,0,1,0,2,1,0,4,1,66.7,Primavera,21.0,315.61,1,19,0.75,236.7075,15.1,Inefficient,2,0,False,False,False,False,True
7122,Casa,212.0,4,3,50.0,Good,E,0,1,1,20.5,7707.21,5,1,1,2,1,0,10,0,82.3,Otoño,13.7,567.78,1,13,0.75,425.835,19.0,Inefficient,2,0,False,False,True,True,False
7123,Pequeño Comercio,103.4,4,3,12.0,Good,A,0,4,0,15.4,3032.44,2,2,2,2,0,1,9,1,73.3,Otoño,9.7,479.48,1,17,0.75,359.61,65.5,Efficient,2,4,False,False,False,True,False
7124,Departamento,45.7,1,3,14.0,Good,B,0,4,1,19.4,449.25,0,1,2,5,1,0,9,1,72.3,Primavera,15.8,806.7,1,17,0.75,605.0250000000001,43.2,Moderate,2,3,False,False,False,False,False
7125,Departamento,65.4,1,1,43.0,Average,C,0,1,0,12.6,1330.21,0,1,1,0,1,0,3,0,78.7,Otoño,12.7,147.91,1,18,0.75,110.9325,44.5,Moderate,1,2,False,False,True,False,True
7126,Departamento,100.7,4,3,27.0,Excellent,B,0,1,0,13.2,430.49,0,1,1,0,1,0,3,0,56.2,Otoño,16.8,175.35,1,19,0.75,131.5125,75.1,Efficient,3,3,False,False,True,True,False
7127,Casa,101.4,6,1,23.0,Good,D,0,2,0,14.9,1985.48,2,1,1,2,1,0,7,1,58.7,Primavera,18.6,321.79,1,20,0.75,241.34250000000003,49.7,Moderate,2,1,False,False,False,False,True
7128,Departamento,75.1,1,1,22.0,Good,E,0,2,0,11.5,1026.2,1,1,0,1,1,1,5,1,60.2,Otoño,13.4,215.21,1,19,0.75,161.4075,52.3,Moderate,2,0,False,False,False,True,False
7129,Departamento,54.5,1,1,21.0,Poor,C,0,1,0,9.3,2061.18,1,1,1,2,1,0,6,1,80.8,Primavera,16.4,219.52,1,15,0.75,164.64,27.6,Moderate,0,2,False,False,False,False,True
7130,Casa,219.5,7,5,28.0,Poor,E,0,3,1,21.2,4617.76,3,1,2,2,1,1,10,1,61.1,Invierno,13.0,648.99,1,21,0.75,486.7425,19.0,Inefficient,0,0,True,False,False,True,False
7131,Departamento,61.2,1,1,43.0,Good,D,0,1,1,21.0,982.73,2,1,2,2,1,0,8,1,57.9,Otoño,9.4,320.91,1,19,0.75,240.6825,34.0,Moderate,2,1,True,False,False,True,False
7132,Casa,148.6,7,2,7.0,Excellent,A,0,4,1,18.5,1176.77,0,1,2,4,1,0,8,1,86.7,Invierno,7.6,558.9,1,18,0.75,419.175,91.2,Efficient,3,4,False,False,False,True,False
7133,Departamento,55.0,2,2,18.0,Excellent,B,0,5,0,11.5,1132.29,0,1,3,3,1,0,8,1,61.9,Verano,31.7,404.3,1,18,0.75,303.225,72.3,Efficient,3,3,False,False,False,True,False
7134,Casa,210.8,7,5,22.0,Excellent,B,1,8,0,11.2,1612.66,3,1,4,12,1,1,22,1,55.9,Otoño,14.1,378.85,1,20,0.75,284.13750000000005,94.3,Efficient,3,3,False,False,False,True,False
7135,Departamento,67.5,1,3,39.0,Good,A,0,1,0,12.3,3125.96,1,1,0,0,1,0,3,0,72.8,Primavera,21.0,112.34,1,22,0.75,84.255,59.6,Efficient,2,4,False,False,True,False,True
7136,Casa,135.8,8,5,40.0,Average,B,1,7,0,15.6,2150.96,0,1,5,8,1,0,15,0,57.1,Otoño,12.3,489.65,1,19,0.75,367.2375,64.5,Efficient,1,3,False,False,True,True,False
7137,Casa,122.3,5,4,16.0,Poor,A,0,4,1,17.3,3251.17,2,1,2,5,1,1,12,1,75.3,Invierno,6.1,1112.26,1,19,0.75,834.1949999999999,24.7,Inefficient,0,4,False,False,False,False,True
7138,Casa,136.1,4,3,45.0,Poor,A,1,6,0,10.3,810.42,0,1,3,2,1,0,7,1,62.6,Invierno,6.2,292.18,1,21,0.75,219.135,59.2,Efficient,0,4,True,False,False,False,True
7139,Casa,150.5,4,4,39.0,Poor,D,0,5,0,8.7,3878.18,5,2,4,2,1,0,14,1,75.0,Verano,30.5,1031.52,1,17,0.75,773.64,21.2,Inefficient,0,1,True,False,False,False,True
7140,Casa,133.9,2,3,39.0,Poor,D,0,3,0,13.2,1792.63,0,1,2,0,1,0,4,1,76.0,Verano,26.3,495.76,1,21,0.75,371.82,23.4,Inefficient,0,1,True,False,False,False,False
7141,Casa,91.3,2,2,64.0,Poor,E,0,3,1,23.7,2457.12,1,1,3,4,1,1,11,0,52.4,Otoño,10.8,928.17,1,19,0.75,696.1274999999999,7.7,Inefficient,0,0,False,False,True,False,False
7142,Departamento,92.5,2,1,28.0,Excellent,D,0,1,0,9.8,1907.11,0,1,1,1,1,0,4,1,79.5,Verano,29.1,262.74,1,22,0.75,197.055,42.5,Moderate,3,1,False,False,False,False,False
7143,Casa,174.4,3,2,16.0,Poor,A,0,2,0,8.0,517.66,0,1,0,1,1,0,3,1,59.0,Otoño,12.6,197.65,1,17,0.75,148.2375,53.3,Efficient,0,4,False,False,False,True,False
7144,Casa,93.6,4,5,29.0,Poor,A,0,6,0,16.8,941.92,1,2,1,4,1,0,9,1,53.9,Invierno,9.9,1149.09,1,21,0.75,861.8174999999999,37.9,Moderate,0,4,False,False,False,False,True
7145,Casa,180.8,7,4,28.0,Good,A,0,4,0,11.1,4494.96,5,2,3,1,1,1,13,1,66.7,Invierno,6.6,263.39,1,17,0.75,197.5425,71.1,Efficient,2,4,True,False,False,True,False
7146,Departamento,56.5,2,1,48.0,Average,E,0,1,0,8.0,965.84,1,1,0,0,1,0,3,1,47.6,Otoño,15.8,128.62,1,18,0.75,96.465,27.9,Moderate,1,0,True,False,False,False,True
7147,Departamento,64.0,2,1,49.0,Poor,D,0,1,0,8.0,2809.02,2,1,1,1,1,0,6,1,60.7,Verano,29.6,405.97,1,16,0.75,304.4775,0.0,Inefficient,0,1,True,False,False,False,False
7148,Departamento,61.8,1,2,14.0,Excellent,D,0,1,0,9.1,1124.13,0,1,1,1,1,0,4,1,69.5,Verano,28.0,136.29,1,15,0.75,102.2175,62.6,Efficient,3,1,False,False,False,True,False
7149,Casa,336.8,5,1,43.0,Average,E,0,6,1,18.8,2468.97,4,1,5,8,1,0,19,1,46.9,Invierno,2.1,812.86,1,19,0.75,609.645,21.5,Inefficient,1,0,True,False,False,False,True
7150,Departamento,72.0,1,1,44.0,Good,A,0,1,1,15.6,1614.93,0,2,2,2,1,0,7,1,66.3,Verano,31.8,234.44,1,19,0.75,175.82999999999998,59.1,Efficient,2,4,True,False,False,True,False
7151,Departamento,75.1,1,3,33.0,Good,E,0,1,0,8.0,1596.61,1,2,0,1,1,0,5,1,66.7,Verano,27.5,197.32,1,19,0.75,147.99,30.3,Moderate,2,0,True,False,False,False,True
7152,Departamento,83.3,2,2,42.0,Good,E,0,3,0,10.9,1560.14,1,2,6,2,1,0,12,1,75.2,Invierno,6.4,554.67,1,16,0.75,416.0025,28.8,Moderate,2,0,True,False,False,False,False
7153,Casa,91.5,3,5,23.0,Good,E,0,1,1,23.3,2045.69,0,1,0,1,1,0,3,1,79.7,Otoño,14.4,484.1,1,18,0.75,363.0750000000001,10.1,Inefficient,2,0,False,False,False,False,True
7154,Departamento,67.0,3,3,23.0,Good,C,0,5,0,8.0,336.29,0,1,6,1,1,0,9,1,67.4,Otoño,13.2,371.57,1,20,0.75,278.6775,56.1,Efficient,2,2,False,False,False,False,True
7155,Departamento,57.6,2,1,47.0,Poor,E,0,2,0,17.9,593.55,0,1,1,1,1,0,4,1,48.5,Invierno,10.4,230.75,1,18,0.75,173.0625,21.2,Inefficient,0,0,True,False,False,True,False
7156,Departamento,130.5,6,3,16.0,Good,B,0,4,0,8.0,2482.1,1,2,3,7,1,0,14,0,76.3,Invierno,10.1,275.53,1,19,0.75,206.6475,62.4,Efficient,2,3,False,False,True,True,False
7157,Departamento,56.1,2,3,53.0,Poor,D,0,2,0,11.1,1043.49,0,1,3,1,1,0,6,0,43.1,Otoño,15.7,231.11,1,19,0.75,173.3325,21.5,Inefficient,0,1,False,False,True,False,True
7158,Departamento,56.4,2,1,35.0,Poor,E,0,2,0,13.4,710.57,1,1,1,1,1,0,5,1,59.0,Invierno,8.5,246.91,1,14,0.75,185.1825,31.1,Moderate,0,0,True,False,False,True,False
7159,Departamento,75.8,1,3,20.0,Excellent,A,0,1,0,9.3,752.12,0,2,0,1,1,0,4,1,72.7,Primavera,13.1,253.93,1,21,0.75,190.4475,61.5,Efficient,3,4,False,False,False,False,True
7160,Casa,291.0,4,2,67.0,Poor,E,0,6,0,11.8,5445.25,3,2,5,4,1,0,15,1,43.2,Otoño,12.5,498.57,1,18,0.75,373.9275,14.9,Inefficient,0,0,True,False,False,False,True
7161,Casa,84.7,1,1,30.0,Good,E,0,1,1,13.5,1011.01,0,1,0,3,1,1,6,1,61.7,Otoño,12.5,421.41,1,20,0.75,316.0575,0.0,Inefficient,2,0,False,False,False,False,False
7162,Casa,172.6,7,2,31.0,Poor,B,0,5,0,8.5,6112.12,3,2,0,3,1,1,10,1,60.1,Primavera,17.7,270.79,1,22,0.75,203.09250000000003,44.1,Moderate,0,3,True,False,False,True,False
7163,Departamento,104.1,7,5,4.0,Good,B,0,3,1,20.6,777.92,0,2,1,6,1,0,10,0,82.1,Primavera,20.1,572.21,1,16,0.75,429.1575,64.2,Efficient,2,3,False,False,True,True,False
